endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,5.2489,0,4,4,4,1,Listen to music with my new Bose headphones under a blanket,Go on hikes with friends,0.05,0.01,1.1,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.08,5.92,,0,4,4,4,1,5,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_24.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0414,NAN,,NAN,0.08,5.92,,0,5,5,5,1,6,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_9.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.024,NAN,,NAN,0.08,5.92,,0,6,6,6,1,7,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_10.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0118,NAN,,NAN,0.08,5.92,,0,7,7,7,1,8,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_17.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.7119,NAN,,NAN,0.08,5.92,,0,8,8,8,1,9,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_1.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,6,,,,,,space,9.5758,space,6.6191,0.02,2,3.8488,0,0,0,0,1,Watch new anime with friends,read books outside under our tree in the shade,0.01,0.02,3.3,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,1,4.9979,0,1,1,1,1,Barbeque with friends and family in a park,Cook new foods that i've never attempted to make in hopes that i can perfect it,0.02,0.02,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.02,2,6.2602,0,2,2,2,1,Watch new anime with friends,Play video games in my room on my pc that i built,0.03,0.02,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.04,1,2.3781,0,3,3,3,1,Try new bars with friends,Play video games in my room on my pc that i built,0.04,0.02,4.4,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.02,2,5.1404,0,4,4,4,1,Try new bars with friends,Cook new foods that i've never attempted to make in hopes that i can perfect it,0.05,0.02,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.2,5.8,,0,9,9,9,1,10,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_22.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,6.0176,NAN,,NAN,0.2,5.8,,0,10,10,10,1,11,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_13.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.9785,NAN,,NAN,0.2,5.8,,0,11,11,11,1,12,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_11.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0581,NAN,,NAN,0.2,5.8,,0,12,12,12,1,13,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_23.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.8855,NAN,,NAN,0.2,5.8,,0,13,13,13,1,14,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_3.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,11,,,,,,space,65.7072,space,1.5871,0.03,2,8.2325,0,0,0,0,1,watch football all day on sunday during the football season and eating pizza,Go to concerts with friends and family,0.01,0.03,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,12,,,,,,,,,,0.03,2,3.1108,0,1,1,1,1,Watch new anime with friends,Drive around in the summer with the windows down listening to music,0.02,0.03,4.4,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,13,,,,,,,,,,0.03,2,1.9337,0,2,2,2,1,Watch sports with my friends or family,Watch a movie in bed while its raining outside,0.03,0.03,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,14,,,,,,,,,,0.04,1,2.9427,0,3,3,3,1,Cook new foods that i've never attempted to make in hopes that i can perfect it,Watch new anime with friends,0.04,0.03,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0.05,1,2.2929,0,4,4,4,1,read books outside under our tree in the shade,Barbeque with friends and family in a park,0.05,0.03,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.38,5.62,,0,14,14,14,1,15,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_16.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0744,NAN,,NAN,0.38,5.62,,0,15,15,15,1,16,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_2.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.9034,NAN,,NAN,0.38,5.62,,0,16,16,16,1,17,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_8.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,3.7346,NAN,,NAN,0.38,5.62,,0,17,17,17,1,18,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_4.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,6.8789,NAN,,NAN,0.38,5.62,,0,18,18,18,1,19,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_19.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,16,,,,,,space,29.8063,space,1.7246,0.04,2,5.0827,0,0,0,0,1,Cook with loved ones,Listen to music with my new Bose headphones under a blanket,0.01,0.04,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,17,,,,,,,,,,0.04,2,3.3168,0,1,1,1,1,Go on vacation with friends and or family,Drive around in the summer with the windows down listening to music,0.02,0.04,8.8,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,18,,,,,,,,,,0.04,2,2.809,0,2,2,2,1,Try new restaurants with friends,Watch a movie in bed while its raining outside,0.03,0.04,3.3,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,19,,,,,,,,,,0.04,1,2.2457,0,3,3,3,1,Cook new foods that i've never attempted to make in hopes that i can perfect it,Play games online with friends,0.04,0.04,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,20,,,,,,,,,,0.04,2,5.0822,0,4,4,4,1,Play games online with friends,watch football all day on sunday during the football season and eating pizza,0.05,0.04,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.58,5.42,,0,19,19,19,1,20,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_18.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.9338,NAN,,NAN,0.58,5.42,,0,20,20,20,1,21,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_7.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.5872,NAN,,NAN,0.58,5.42,,0,21,21,21,1,22,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_6.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.3771,NAN,,NAN,0.58,5.42,,0,22,22,22,1,23,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_14.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.8595,NAN,,NAN,0.58,5.42,,0,23,23,23,1,24,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_5.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,21,,,,,,space,7.8045,space,2.9733,0.05,2,6.7455,0,0,0,0,1,Go to concerts with friends and family,Listen to music with my new Bose headphones under a blanket,0.01,0.05,8.8,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,0,1,1,1,1,Watch a movie in bed while its raining outside,Go on hikes with friends,0.02,0.05,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,0,2,2,2,1,Drive around in the summer with the windows down listening to music,Play games online with friends,0.03,0.05,1.1,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,0,3,3,3,1,Go on vacation with friends and or family,Watch a movie in bed while its raining outside,0.04,0.05,4.4,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,25,,,,,,,,,,0.05,2,7.9376,0,4,4,4,1,Go on vacation with friends and or family,watch football all day on sunday during the football season and eating pizza,0.05,0.05,3.3,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,2,space,9,0.68,5.32,,0,24,24,24,1,25,Sam,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_20.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,space,1.0533,14.6914,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,space,2.6141,space,1.3035,NAN,,NAN,0.68,5.32,,0,25,25,25,1,26,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_18.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,71.8914,NAN,,NAN,0.68,5.32,,0,26,26,26,1,27,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_20.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.9515,NAN,,NAN,0.68,5.32,,0,27,27,27,1,28,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_14.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.3987,NAN,,NAN,0.68,5.32,,0,28,28,28,1,29,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_2.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,26,,,,,,space,6.2606,space,4.3116,0.01,1,2.1861,0,0,0,0,1,Try new restaraunts that i've never been to in my area,Watch sports with my friends or family,0.01,0.01,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.02,1,1.9455,0,1,1,1,1,Listen to music with my new Bose headphones under a blanket,Play games online with friends,0.02,0.01,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.03,1,2.554,0,2,2,2,1,Listen to music with my new Bose headphones under a blanket,Go on vacation with friends and or family,0.03,0.01,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.04,1,6.1719,0,3,3,3,1,Work out in my garage with music blasting in the background,Try new restaurants with friends,0.04,0.01,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.05,1,7.8735,0,4,4,4,1,read books outside under our tree in the shade,Go on hikes with friends,0.05,0.01,8.8,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.83,5.17,,0,29,29,29,1,30,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_19.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,4.1584,NAN,,NAN,0.83,5.17,,0,30,30,30,1,31,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_6.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0886,NAN,,NAN,0.83,5.17,,0,31,31,31,1,32,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_8.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.7254,NAN,,NAN,0.83,5.17,,0,32,32,32,1,33,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_23.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.1038,NAN,,NAN,0.83,5.17,,0,33,33,33,1,34,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_4.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,31,,,,,,space,0.1704,space,1.2059,0.01,1,2.4545,0,0,0,0,1,Drive around in the summer with the windows down listening to music,Try new restaurants with friends,0.01,0.02,8.8,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,0,1,1,1,1,Try new bars with friends,Drive around in the summer with the windows down listening to music,0.02,0.02,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.03,1,1.9366,0,2,2,2,1,Work out in my garage with music blasting in the background,Go on hikes with friends,0.03,0.02,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.04,1,2.9379,0,3,3,3,1,Try new bars with friends,Try new restaraunts that i've never been to in my area,0.04,0.02,3.3,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.05,1,2.8334,0,4,4,4,1,Walk around in the park on a beautiful sunny day,Cook with loved ones,0.05,0.02,1.1,1,,,,,
