endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,decision_price,responses.rt,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.1004,NAN,,NAN,1.79,4.21,,0,88,88,88,1,89,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_14.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,86,,,,,,space,0.2925,space,0.865,1,0,0,0,0,1,Go camping with my boyfriend,Read a book at the park,0.01,0.03,1.1,0,0.01,0.764,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,87,,,,,,,,,,1,0,1,1,1,1,Go camping with my boyfriend,Play with my cats in my cool apartment,0.02,0.03,4.4,0,0.02,1.2301,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,88,,,,,,,,,,1,0,2,2,2,1,Eat at a restaurant with my boyfriend,Do yoga early in the morning outside,0.03,0.03,1.1,0,0.03,1.2463,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,89,,,,,,,,,,2,0,3,3,3,1,Hike at red rocks at night in the summer,Walk around the mall with my mom,0.04,0.03,3.3,1,0.03,1.194,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,90,,,,,,,,,,2,0,4,4,4,1,Go on a hike with my friends,Do yoga early in the morning outside,0.05,0.03,8.8,0,0.03,1.2124,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,1.91,4.09,,0,89,89,89,1,90,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_22.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.2344,NAN,,NAN,1.91,4.09,,0,90,90,90,1,91,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_10.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.5662,NAN,,NAN,1.91,4.09,,0,91,91,91,1,92,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_13.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.8376,NAN,,NAN,1.91,4.09,,0,92,92,92,1,93,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_7.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.469,NAN,,NAN,1.91,4.09,,0,93,93,93,1,94,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_5.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,91,,,,,,space,3.4302,space,0.4855,1,0,0,0,0,1,Eat at a restaurant with my boyfriend,Read a book at the park,0.01,0.04,3.3,0,0.01,0.8554,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,92,,,,,,,,,,1,0,1,1,1,1,Swim at the pool with my siblings,Drink iced tea on the front porch,0.02,0.04,8.8,0,0.02,1.1921,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,93,,,,,,,,,,1,0,2,2,2,1,Read a book at the park,Walk the dogs with my mom,0.03,0.04,1.1,1,0.03,1.2226,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,94,,,,,,,,,,1,0,3,3,3,1,Swim at the pool with my siblings,Write poetry underneath the shade of a willow tree,0.04,0.04,4.4,0,0.04,1.3796,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,95,,,,,,,,,,2,0,4,4,4,1,Walk in the sand in south carolina,Go on a hike with my friends,0.05,0.04,4.4,1,0.04,1.2604,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,2.05,3.95,,0,94,94,94,1,95,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_24.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.2403,NAN,,NAN,2.05,3.95,,0,95,95,95,1,96,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_2.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.5015,NAN,,NAN,2.05,3.95,,0,96,96,96,1,97,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_15.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.2872,NAN,,NAN,2.05,3.95,,0,97,97,97,1,98,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_4.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.2555,NAN,,NAN,2.05,3.95,,0,98,98,98,1,99,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_3.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,96,,,,,,space,0.2822,space,0.3224,1,0,0,0,0,1,Take photos of nature with my friends,Swim in the ocean,0.01,0.05,3.3,0,0.01,0.8458,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,97,,,,,,,,,,1,0,1,1,1,1,Hike at red rocks at night in the summer,Take photos of nature with my friends,0.02,0.05,1.1,1,0.02,3.3248,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,98,,,,,,,,,,1,0,2,2,2,1,Gril hamburgers outside with my dad,Walk in the sand in south carolina,0.03,0.05,1.1,0,0.03,1.6932,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,99,,,,,,,,,,1,0,3,3,3,1,Eat at a restaurant with my boyfriend,Hike at red rocks at night in the summer,0.04,0.05,3.3,0,0.04,1.7353,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,100,,,,,,,,,,1,0,4,4,4,1,Go to a concert with friends,Listen to music while driving with the windows down,0.05,0.05,4.4,0,0.05,1.4998,,,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,3,,5,2.2,3.8,,0,99,99,99,1,100,Alex,Acc,Participant_Images/6627722f249e56fcefd07b8c/6627722f249e56fcefd07b8c_Images/6627722f249e56fcefd07b8c_Image_16.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,space,0.7644,,,
,,6627722f249e56fcefd07b8c,6685aa9113c938e83b4f1ea0,66c900e693efe7a572effc53,2024-08-23_15h38.49.267,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.904
