endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,decision_price,responses.rt,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.183,NAN,,NAN,1.94,4.06,,0,63,63,63,1,64,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_23.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,61,,,,,,space,0.892,space,0.647,1,0,0,0,0,1,Read on a rainy day,Nap with my boyfriend,0.01,0.03,3.3,1,,0.01,2.596,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,62,,,,,,,,,,1,0,1,1,1,1,Knit while watching tv,Nap with my boyfriend,0.02,0.03,3.3,1,,0.02,3.064,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,63,,,,,,,,,,1,0,2,2,2,1,Read on a rainy day,Watch movies with my mom,0.03,0.03,3.3,1,,0.03,2.232,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,64,,,,,,,,,,1,0,3,3,3,1,Do makeup challenges with my friends,Clean my room while listening to a podcast,0.04,0.03,1.1,0,,0.04,2.108,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,65,,,,,,,,,,2,0,4,4,4,1,Play board games with my family,Write stories in my notebook,0.05,0.03,1.1,0,,0.03,3.716,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,2.07,3.93,,0,64,64,64,1,65,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_12.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.097,NAN,,NAN,2.07,3.93,,0,65,65,65,1,66,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_14.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.951,NAN,,NAN,2.07,3.93,,0,66,66,66,1,67,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_1.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.716,NAN,,NAN,2.07,3.93,,0,67,67,67,1,68,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_15.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.816,NAN,,NAN,2.07,3.93,,0,68,68,68,1,69,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_11.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,66,,,,,,space,1.266,space,0.811,2,0,0,0,0,1,Watch movies with my mom,Play video games while lying in bed,0.01,0.04,1.1,0,,0.04,2.885,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,67,,,,,,,,,,2,0,1,1,1,1,Go to the gym to get fit,Play board games with my family,0.02,0.04,8.8,1,,0.04,3.576,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,68,,,,,,,,,,2,0,2,2,2,1,Do makeup challenges with my friends,Read on a rainy day,0.03,0.04,4.4,0,,0.04,1.933,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,69,,,,,,,,,,2,0,3,3,3,1,Clean my room while listening to a podcast,Bake with my mom,0.04,0.04,1.1,1,,0.04,1.853,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,70,,,,,,,,,,1,0,4,4,4,1,Go to the gym to get fit,Play video games with my son,0.05,0.04,1.1,1,,0.05,2.114,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,2.28,3.72,,0,69,69,69,1,70,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_19.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.967,NAN,,NAN,2.28,3.72,,0,70,70,70,1,71,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_2.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.365,NAN,,NAN,2.28,3.72,,0,71,71,71,1,72,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_21.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.219,NAN,,NAN,2.28,3.72,,0,72,72,72,1,73,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_18.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.03,NAN,,NAN,2.28,3.72,,0,73,73,73,1,74,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_8.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,71,,,,,,space,18.864,space,1.812,1,0,0,0,0,1,Play board games with my family,Crochet in my bedroom,0.01,0.05,3.3,0,,0.01,2.93,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,72,,,,,,,,,,1,0,1,1,1,1,Go to the gym to get fit,Facetime with my best friend,0.02,0.05,8.8,1,,0.02,3.051,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,73,,,,,,,,,,1,0,2,2,2,1,Make agendas and schedules on my computer,Facetime with my best friend,0.03,0.05,3.3,1,,0.03,3.032,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,74,,,,,,,,,,1,0,3,3,3,1,Clean my room while listening to a podcast,Vacation with my family,0.04,0.05,4.4,1,,0.04,2.573,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,75,,,,,,,,,,1,0,4,4,4,1,Knit while watching tv,Facetime with my best friend,0.05,0.05,3.3,1,,0.05,3.173,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,4,,8,2.43,3.57,,0,74,74,74,1,75,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_16.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,space,,,1.365,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,space,7.488,space,8.527,NAN,,NAN,2.43,3.57,,0,75,75,75,1,76,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_9.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.015,NAN,,NAN,2.43,3.57,,0,76,76,76,1,77,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_20.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,4.875,NAN,,NAN,2.43,3.57,,0,77,77,77,1,78,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_12.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.099,NAN,,NAN,2.43,3.57,,0,78,78,78,1,79,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_7.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,76,,,,,,space,1.094,space,2.778,1,0,0,0,0,1,Write stories in my notebook,Play video games with my son,0.01,0.01,1.1,1,,0.01,2.243,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,77,,,,,,,,,,2,0,1,1,1,1,Facetime with my best friend,Clean my room while listening to a podcast,0.02,0.01,8.8,0,,0.01,1.891,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,78,,,,,,,,,,2,0,2,2,2,1,Read on a rainy day,Bake with my mom,0.03,0.01,1.1,1,,0.01,5.314,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,79,,,,,,,,,,2,0,3,3,3,1,Game on my computer,Nap with my boyfriend,0.04,0.01,1.1,1,,0.01,3.689,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,80,,,,,,,,,,1,0,4,4,4,1,Make agendas and schedules on my computer,Do makeup challenges with my friends,0.05,0.01,4.4,1,,0.05,3.393,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,2.52,3.48,,0,79,79,79,1,80,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_6.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.565,NAN,,NAN,2.52,3.48,,0,80,80,80,1,81,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_24.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.56,NAN,,NAN,2.52,3.48,,0,81,81,81,1,82,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_10.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,3.996,NAN,,NAN,2.52,3.48,,0,82,82,82,1,83,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_2.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.73,NAN,,NAN,2.52,3.48,,0,83,83,83,1,84,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_22.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,81,,,,,,space,3.437,space,0.457,1,0,0,0,0,1,Make agendas and schedules on my computer,Vacation with my family,0.01,0.02,3.3,1,,0.01,2.723,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,82,,,,,,,,,,2,0,1,1,1,1,Bake cakes at home,Do makeup challenges with my friends,0.02,0.02,4.4,1,,0.02,3.308,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,83,,,,,,,,,,1,0,2,2,2,1,Write stories in my notebook,Bake with my mom,0.03,0.02,1.1,1,,0.03,2.442,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,84,,,,,,,,,,2,0,3,3,3,1,Play board games with my family,Bake cakes at home,0.04,0.02,3.3,0,,0.02,2.492,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,85,,,,,,,,,,1,0,4,4,4,1,Clean my room while listening to a podcast,Go to the park with my son,0.05,0.02,3.3,1,,0.05,1.819,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,2.65,3.35,,0,84,84,84,1,85,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_3.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,7.522,NAN,,NAN,2.65,3.35,,0,85,85,85,1,86,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_4.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,8.353,NAN,,NAN,2.65,3.35,,0,86,86,86,1,87,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_5.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.646,NAN,,NAN,2.65,3.35,,0,87,87,87,1,88,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_18.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,3.508,NAN,,NAN,2.65,3.35,,0,88,88,88,1,89,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_16.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,86,,,,,,space,1.093,space,0.395,1,0,0,0,0,1,Nap with my boyfriend,Bake cakes at home,0.01,0.03,1.1,0,,0.01,2.765,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,87,,,,,,,,,,2,0,1,1,1,1,Make pizza with my son,Play video games while lying in bed,0.02,0.03,4.4,0,,0.03,1.247,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,88,,,,,,,,,,2,0,2,2,2,1,Watch movies with my mom,Write stories in my notebook,0.03,0.03,1.1,0,,0.03,2.468,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,89,,,,,,,,,,2,0,3,3,3,1,Play video games while lying in bed,Do makeup challenges with my friends,0.04,0.03,3.3,1,,0.03,3.134,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,90,,,,,,,,,,2,0,4,4,4,1,Play video games with my son,Knit while watching tv,0.05,0.03,8.8,0,,0.03,1.355,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,2.78,3.22,,0,89,89,89,1,90,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_1.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.871,NAN,,NAN,2.78,3.22,,0,90,90,90,1,91,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_15.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.755,NAN,,NAN,2.78,3.22,,0,91,91,91,1,92,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_25.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.617,NAN,,NAN,2.78,3.22,,0,92,92,92,1,93,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_23.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.451,NAN,,NAN,2.78,3.22,,0,93,93,93,1,94,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_14.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,91,,,,,,space,0.927,space,0.403,2,0,0,0,0,1,Watch movies with my mom,Bake cakes at home,0.01,0.04,3.3,0,,0.04,2.664,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,92,,,,,,,,,,2,0,1,1,1,1,Make pizza with my son,Knit while watching tv,0.02,0.04,8.8,0,,0.04,1.195,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,93,,,,,,,,,,1,0,2,2,2,1,Play video games while lying in bed,Bake with my mom,0.03,0.04,1.1,1,,0.03,2.458,,,
