endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,decision_price,responses.rt,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,0,4,4,4,1,Bake with my mom,Crochet in my bedroom,0.05,0.01,1.1,0,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,0,6,,0,4,4,4,1,5,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_4.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,3.079,NAN,,NAN,0,6,,0,5,5,5,1,6,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_23.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.866,NAN,,NAN,0,6,,0,6,6,6,1,7,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_2.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,4.393,NAN,,NAN,0,6,,0,7,7,7,1,8,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_8.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,6.735,NAN,,NAN,0,6,,0,8,8,8,1,9,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_24.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,6,,,,,,space,7.513,space,2.641,2,0,0,0,0,1,Go to the gym to get fit,Bake with my mom,0.01,0.02,3.3,1,,0.02,2.398,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2,0,1,1,1,1,Play video games with my son,Read on a rainy day,0.02,0.02,1.1,0,,0.02,2.023,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,8,,,,,,,,,,1,0,2,2,2,1,Play board games with my family,Game on my computer,0.03,0.02,1.1,0,,0.03,2.139,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,9,,,,,,,,,,1,0,3,3,3,1,Game on my computer,Vacation with my family,0.04,0.02,4.4,1,,0.04,3.569,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,10,,,,,,,,,,1,0,4,4,4,1,Facetime with my best friend,Read on a rainy day,0.05,0.02,1.1,0,,0.05,3.193,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,0.16,5.84,,0,9,9,9,1,10,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_3.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,4.605,NAN,,NAN,0.16,5.84,,0,10,10,10,1,11,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_18.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,4.164,NAN,,NAN,0.16,5.84,,0,11,11,11,1,12,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_17.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,3.792,NAN,,NAN,0.16,5.84,,0,12,12,12,1,13,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_25.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,3.777,NAN,,NAN,0.16,5.84,,0,13,13,13,1,14,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_11.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,11,,,,,,space,0.371,space,1.294,2,0,0,0,0,1,Watch movies with my mom,Clean my room while listening to a podcast,0.01,0.03,3.3,0,,0.03,3.108,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,12,,,,,,,,,,1,0,1,1,1,1,Write stories in my notebook,Go to the park with my son,0.02,0.03,4.4,1,,0.02,3.936,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,13,,,,,,,,,,2,0,2,2,2,1,Play video games with my son,Clean my room while listening to a podcast,0.03,0.03,1.1,0,,0.03,4.567,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,14,,,,,,,,,,1,0,3,3,3,1,Make agendas and schedules on my computer,Go to the park with my son,0.04,0.03,3.3,1,,0.04,3.755,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,15,,,,,,,,,,1,0,4,4,4,1,Knit while watching tv,Go to the park with my son,0.05,0.03,4.4,1,,0.05,1.429,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,0.33,5.67,,0,14,14,14,1,15,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_13.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.613,NAN,,NAN,0.33,5.67,,0,15,15,15,1,16,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_6.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.665,NAN,,NAN,0.33,5.67,,0,16,16,16,1,17,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_22.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.03,NAN,,NAN,0.33,5.67,,0,17,17,17,1,18,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_21.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.845,NAN,,NAN,0.33,5.67,,0,18,18,18,1,19,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_10.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,16,,,,,,space,3.027,space,1.413,2,0,0,0,0,1,Go to the gym to get fit,Vacation with my family,0.01,0.04,1.1,1,,0.04,1.852,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,17,,,,,,,,,,1,0,1,1,1,1,Write stories in my notebook,Facetime with my best friend,0.02,0.04,8.8,1,,0.02,3.193,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,18,,,,,,,,,,2,0,2,2,2,1,Nap with my boyfriend,Make agendas and schedules on my computer,0.03,0.04,3.3,0,,0.04,2.465,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,19,,,,,,,,,,1,0,3,3,3,1,Make agendas and schedules on my computer,Watch movies with my mom,0.04,0.04,3.3,1,,0.04,2.253,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,20,,,,,,,,,,2,0,4,4,4,1,Play video games with my son,Play video games while lying in bed,0.05,0.04,1.1,0,,0.04,2.935,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,0.51,5.49,,0,19,19,19,1,20,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_7.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.315,NAN,,NAN,0.51,5.49,,0,20,20,20,1,21,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_15.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.505,NAN,,NAN,0.51,5.49,,0,21,21,21,1,22,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_5.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.215,NAN,,NAN,0.51,5.49,,0,22,22,22,1,23,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_14.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.253,NAN,,NAN,0.51,5.49,,0,23,23,23,1,24,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_1.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,21,,,,,,space,1.102,space,1.164,2,0,0,0,0,1,Go to the park with my son,Crochet in my bedroom,0.01,0.05,8.8,0,,0.05,1.756,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,22,,,,,,,,,,2,0,1,1,1,1,Game on my computer,Watch movies with my mom,0.02,0.05,4.4,1,,0.05,2.281,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,23,,,,,,,,,,2,0,2,2,2,1,Bake with my mom,Bake cakes at home,0.03,0.05,1.1,0,,0.05,2.366,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,24,,,,,,,,,,1,0,3,3,3,1,Game on my computer,Make pizza with my son,0.04,0.05,4.4,1,,0.04,1.92,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,25,,,,,,,,,,2,0,4,4,4,1,Vacation with my family,Crochet in my bedroom,0.05,0.05,3.3,0,,0.05,3.026,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,3,,3,0.75,5.25,,0,24,24,24,1,25,Alex,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_16.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,space,,,0.865,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,space,1.876,space,1.082,NAN,,NAN,0.75,5.25,,0,25,25,25,1,26,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_17.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.983,NAN,,NAN,0.75,5.25,,0,26,26,26,1,27,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_10.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.531,NAN,,NAN,0.75,5.25,,0,27,27,27,1,28,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_3.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.3,NAN,,NAN,0.75,5.25,,0,28,28,28,1,29,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_7.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,26,,,,,,space,1.25,space,1.043,2,0,0,0,0,1,Go to the park with my son,Play video games while lying in bed,0.01,0.01,4.4,0,,0.01,2.519,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,27,,,,,,,,,,1,0,1,1,1,1,Nap with my boyfriend,Crochet in my bedroom,0.02,0.01,3.3,0,,0.02,2.707,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,28,,,,,,,,,,1,0,2,2,2,1,Do makeup challenges with my friends,Knit while watching tv,0.03,0.01,3.3,0,,0.03,4.034,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,29,,,,,,,,,,1,0,3,3,3,1,Knit while watching tv,Vacation with my family,0.04,0.01,4.4,1,,0.04,3.029,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,30,,,,,,,,,,1,0,4,4,4,1,Read on a rainy day,Make pizza with my son,0.05,0.01,8.8,1,,0.05,4.877,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,0.9,5.1,,0,29,29,29,1,30,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_25.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,
