endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,entiretaskloop.order
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.4061,NAN,,NAN,1.7,4.3,,0,61,61,61,1,62,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_24.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,10.5461,NAN,,NAN,1.7,4.3,,0,62,62,62,1,63,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_17.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,12.0138,NAN,,NAN,1.7,4.3,,0,63,63,63,1,64,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_8.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,61,,,,,,space,2.9718,space,1.0897,0.03,2,1.6,0,0,0,0,1,collect colorful fall leaves in central park ,work out at the gym with my boyfriend,0.01,0.03,3.3,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,62,,,,,,,,,,0.02,1,4.2845,0,1,1,1,1,talk on the phone for hours with my mom,eat lunch on my office buildings rooftop balcony when its 75 degrees out,0.02,0.03,3.3,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,63,,,,,,,,,,0.03,1,4.9251,0,2,2,2,1,collect colorful fall leaves in central park ,watch scary movies with my boyfriend,0.03,0.03,3.3,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,64,,,,,,,,,,0.03,2,3.9672,0,3,3,3,1,sit on soft green grass in a park on a sunny weekend morning,watch scary movies with my boyfriend,0.04,0.03,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,65,,,,,,,,,,0.03,2,2.3288,0,4,4,4,1,talk on the phone for hours with my mom,listen to music while i ride the train,0.05,0.03,1.1,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,1.84,4.16,,0,64,64,64,1,65,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_20.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.3408,NAN,,NAN,1.84,4.16,,0,65,65,65,1,66,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_2.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.4272,NAN,,NAN,1.84,4.16,,0,66,66,66,1,67,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_9.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.1101,NAN,,NAN,1.84,4.16,,0,67,67,67,1,68,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_7.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.9657,NAN,,NAN,1.84,4.16,,0,68,68,68,1,69,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_13.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,66,,,,,,space,2.0818,space,0.6144,0.01,1,1.7209,0,0,0,0,1,talk on the phone for hours with my mom,sit on soft green grass in a park on a sunny weekend morning,0.01,0.04,1.1,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,67,,,,,,,,,,0.04,2,2.9668,0,1,1,1,1,drive on the highway and cranking my music as loud as i want it,go to happy hour after work with coworkers,0.02,0.04,8.8,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,68,,,,,,,,,,0.04,2,2.4127,0,2,2,2,1,explore new walking trails with my family,collect colorful fall leaves in central park ,0.03,0.04,4.4,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,69,,,,,,,,,,0.04,2,4.437,0,3,3,3,1,watch tv in my bedroom with the air conditioning on,explore new walking trails with my family,0.04,0.04,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.04,2,5.4074,0,4,4,4,1,listen to music while i ride the train,stream reality tv shows with my best friends,0.05,0.04,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,2.01,3.99,,0,69,69,69,1,70,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_10.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.58,NAN,,NAN,2.01,3.99,,0,70,70,70,1,71,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_23.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.1449,NAN,,NAN,2.01,3.99,,0,71,71,71,1,72,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_22.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.0504,NAN,,NAN,2.01,3.99,,0,72,72,72,1,73,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_12.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.2797,NAN,,NAN,2.01,3.99,,0,73,73,73,1,74,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_14.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,71,,,,,,space,10.1533,space,0.8519,0.01,1,3.735,0,0,0,0,1,take a walk down the walking trails behind my parents house,explore new walking trails with my family,0.01,0.05,3.3,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,72,,,,,,,,,,0.02,1,1.5754,0,1,1,1,1,ride my bike to work on a breezy spring day,work out at the gym with my boyfriend,0.02,0.05,8.8,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,73,,,,,,,,,,0.05,2,2.2549,0,2,2,2,1,sit on soft green grass in a park on a sunny weekend morning,eat appetizers and gossiping with my best friend,0.03,0.05,3.3,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,74,,,,,,,,,,0.05,2,1.7465,0,3,3,3,1,watch scary movies with my boyfriend,eat lunch on my office buildings rooftop balcony when its 75 degrees out,0.04,0.05,4.4,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,75,,,,,,,,,,0.05,2,2.028,0,4,4,4,1,sit on soft green grass in a park on a sunny weekend morning,go to happy hour after work with coworkers,0.05,0.05,3.3,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,2,,4,2.19,3.81,,0,74,74,74,1,75,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_25.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,space,1.177,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,space,1.6011,space,2.3163,NAN,,NAN,2.19,3.81,,0,75,75,75,1,76,Riley,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_16.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,0,76,76,76,1,77,Riley,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_5.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,99
