endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,key_resp.rt
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,6.3772,0,4,4,4,1,Watching movies on amazon prime,Playing Rocket League with my friends,0.05,0.01,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,0.09,5.91,,0,4,4,4,1,5,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_8.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.3904,NAN,,NAN,0.09,5.91,,0,5,5,5,1,6,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_17.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.6154,NAN,,NAN,0.09,5.91,,0,6,6,6,1,7,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_18.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.2535,NAN,,NAN,0.09,5.91,,0,7,7,7,1,8,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_3.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.3498,NAN,,NAN,0.09,5.91,,0,8,8,8,1,9,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_19.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,6,,,,,,space,7.9017,space,10.9653,0.02,2,1.9317,0,0,0,0,1,Surfing at the beach,Watching movies with my friends,0.01,0.02,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,2,2.518,0,1,1,1,1,Going to Disney Land in Anaheim,Camping with friends,0.02,0.02,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.03,1,3.0565,0,2,2,2,1,Listening to music on spotify,Hiking with the homies,0.03,0.02,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.04,1,2.3044,0,3,3,3,1,Going for bike rides on the harbor,Going to Six flags with family and friends,0.04,0.02,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.02,2,5.3848,0,4,4,4,1,Hiking in the mountains,Going to the beach with friends and family,0.05,0.02,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,0.22,5.78,,0,9,9,9,1,10,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_13.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.2146,NAN,,NAN,0.22,5.78,,0,10,10,10,1,11,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_22.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,5.7178,NAN,,NAN,0.22,5.78,,0,11,11,11,1,12,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_1.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.9831,NAN,,NAN,0.22,5.78,,0,12,12,12,1,13,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_14.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,5.8727,NAN,,NAN,0.22,5.78,,0,13,13,13,1,14,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_12.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,11,,,,,,space,6.9272,space,4.6144,0.03,2,4.8213,0,0,0,0,1,Hiking in the mountains,Going to concerts with my friends,0.01,0.03,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,12,,,,,,,,,,0.02,1,1.9124,0,1,1,1,1,Listening to music on spotify,Going to concerts with my friends,0.02,0.03,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,13,,,,,,,,,,0.03,1,2.3679,0,2,2,2,1,Surfing at the beach,Hiking with the homies,0.03,0.03,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,14,,,,,,,,,,0.04,1,2.4995,0,3,3,3,1,Playing Rocket League on my gaming laptop,Going to cookouts with family and friends,0.04,0.03,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0.05,1,2.3838,0,4,4,4,1,Playing Destiny 2 on my gaming laptop,Going to the beach with friends and family,0.05,0.03,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,0.39,5.61,,0,14,14,14,1,15,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_11.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.2203,NAN,,NAN,0.39,5.61,,0,15,15,15,1,16,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_2.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.8615,NAN,,NAN,0.39,5.61,,0,16,16,16,1,17,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_23.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.778,NAN,,NAN,0.39,5.61,,0,17,17,17,1,18,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_25.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.8739,NAN,,NAN,0.39,5.61,,0,18,18,18,1,19,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_5.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,16,,,,,,space,3.2833,space,1.2867,0.01,1,3.0674,0,0,0,0,1,Listening to music on spotify,Watching movies with my friends,0.01,0.04,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,17,,,,,,,,,,0.04,2,1.7245,0,1,1,1,1,Hiking in the mountains,Playing Rocket League with my friends,0.02,0.04,8.8,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,18,,,,,,,,,,0.03,1,2.0821,0,2,2,2,1,Listening to music on spotify,Going to cookouts with family and friends,0.03,0.04,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,19,,,,,,,,,,0.04,1,1.6519,0,3,3,3,1,Watching movies on amazon prime,Hiking with the homies,0.04,0.04,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,20,,,,,,,,,,0.04,2,3.3428,0,4,4,4,1,Surfing at the beach,Going to cookouts with family and friends,0.05,0.04,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,0.55,5.45,,0,19,19,19,1,20,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_15.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.4213,NAN,,NAN,0.55,5.45,,0,20,20,20,1,21,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_6.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.8959,NAN,,NAN,0.55,5.45,,0,21,21,21,1,22,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_9.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,5.088,NAN,,NAN,0.55,5.45,,0,22,22,22,1,23,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_10.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.216,NAN,,NAN,0.55,5.45,,0,23,23,23,1,24,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_24.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,21,,,,,,space,4.0151,space,1.0889,0.01,1,2.022,0,0,0,0,1,Listening to music on spotify,Going to the beach with friends and family,0.01,0.05,8.8,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,22,,,,,,,,,,0.05,2,2.0099,0,1,1,1,1,Going to Disney Land in Anaheim,Watching movies with my friends,0.02,0.05,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,23,,,,,,,,,,0.03,1,5.0008,0,2,2,2,1,Listening to music on spotify,Playing Destiny 2 with my friends,0.03,0.05,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,24,,,,,,,,,,0.04,1,1.2746,0,3,3,3,1,Surfing at the beach,Going to Six flags with family and friends,0.04,0.05,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,25,,,,,,,,,,0.05,1,4.6812,0,4,4,4,1,Surfing at the beach,Fishing with the homies,0.05,0.05,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,1,,3,0.73,5.27,,0,24,24,24,1,25,Alex,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_21.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,space,1.5326,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,space,11.4808,space,10.1249,NAN,,NAN,0.73,5.27,,0,25,25,25,1,26,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_1.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,3.2397,NAN,,NAN,0.73,5.27,,0,26,26,26,1,27,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_24.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.2013,NAN,,NAN,0.73,5.27,,0,27,27,27,1,28,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_20.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.8798,NAN,,NAN,0.73,5.27,,0,28,28,28,1,29,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_21.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,26,,,,,,space,2.4233,space,1.0022,0.01,1,2.3799,0,0,0,0,1,Watching movies on amazon prime,Fishing with the homies,0.01,0.01,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.02,1,2.2476,0,1,1,1,1,Listening to music on spotify,Camping with friends,0.02,0.01,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.03,1,4.6993,0,2,2,2,1,Watching youtube videos,Going to concerts with my friends,0.03,0.01,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.01,2,3.437,0,3,3,3,1,Going to Disney Land in Anaheim,Playing Rocket League with my friends,0.04,0.01,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.05,1,4.1686,0,4,4,4,1,Playing Rocket League on my gaming laptop,Playing Rocket League with my friends,0.05,0.01,8.8,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,0.85,5.15,,0,29,29,29,1,30,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_9.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,3.4163,NAN,,NAN,0.85,5.15,,0,30,30,30,1,31,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_11.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,5.0806,NAN,,NAN,0.85,5.15,,0,31,31,31,1,32,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_7.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.3273,NAN,,NAN,0.85,5.15,,0,32,32,32,1,33,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_12.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.9123,NAN,,NAN,0.85,5.15,,0,33,33,33,1,34,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_18.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,31,,,,,,space,7.0065,space,0.826,0.01,1,2.1844,0,0,0,0,1,Listening to music on spotify,Fishing with the homies,0.01,0.02,8.8,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,1,5.0762,0,1,1,1,1,Watching movies on amazon prime,Going to the beach with friends and family,0.02,0.02,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.02,2,1.3699,0,2,2,2,1,Playing Destiny 2 on my gaming laptop,Playing Rocket League with my friends,0.03,0.02,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.04,1,1.8478,0,3,3,3,1,Watching youtube videos,Going to Six flags with family and friends,0.04,0.02,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.05,1,3.1376,0,4,4,4,1,Hiking in the mountains,Hiking with the homies,0.05,0.02,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,0.99,5.01,,0,34,34,34,1,35,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_14.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,9.3879,NAN,,NAN,0.99,5.01,,0,35,35,35,1,36,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_10.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.4686,NAN,,NAN,0.99,5.01,,0,36,36,36,1,37,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_6.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,
