endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,left,right,social_left,WTP_ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Resume_keys.keys,Resume_keys.rt,key_resp.rt
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,4.3519,NAN,,NAN,0.08,5.92,,0,5,5,5,1,6,Alex,Acc,Participant_Images/101/101_Images/101_Image_13.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.6758,NAN,,NAN,0.08,5.92,,0,6,6,6,1,7,Alex,Acc,Participant_Images/101/101_Images/101_Image_2.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.3313,NAN,,NAN,0.08,5.92,,0,7,7,7,1,8,Alex,Acc,Participant_Images/101/101_Images/101_Image_25.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.8802,NAN,,NAN,0.08,5.92,,0,8,8,8,1,9,Alex,Acc,Participant_Images/101/101_Images/101_Image_8.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,0.6457,space,0.5796,0.02,2,1.1717,0,0,0,0,1,two_1,two_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,1.3051,0,1,1,1,1,two_2,two_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,5.2215,0,2,2,2,1,two_3,two_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,3.9699,0,3,3,3,1,two_4,two_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,5.3923,0,4,4,4,1,two_5,two_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.18,5.82,,0,9,9,9,1,10,Alex,Acc,Participant_Images/101/101_Images/101_Image_7.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.9142,NAN,,NAN,0.18,5.82,,0,10,10,10,1,11,Alex,Acc,Participant_Images/101/101_Images/101_Image_10.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,5.5213,NAN,,NAN,0.18,5.82,,0,11,11,11,1,12,Alex,Acc,Participant_Images/101/101_Images/101_Image_20.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.875,NAN,,NAN,0.18,5.82,,0,12,12,12,1,13,Alex,Acc,Participant_Images/101/101_Images/101_Image_14.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.4104,NAN,,NAN,0.18,5.82,,0,13,13,13,1,14,Alex,Acc,Participant_Images/101/101_Images/101_Image_21.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,1.6386,space,0.3557,0.01,1,0.7946,0,0,0,0,1,three_1,three_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,8.6459,0,1,1,1,1,three_2,three_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,2.5524,0,2,2,2,1,three_3,three_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,9.4047,0,3,3,3,1,three_4,three_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,6.0252,0,4,4,4,1,three_5,three_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.23,5.77,,0,14,14,14,1,15,Alex,Acc,Participant_Images/101/101_Images/101_Image_5.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.8656,NAN,,NAN,0.23,5.77,,0,15,15,15,1,16,Alex,Acc,Participant_Images/101/101_Images/101_Image_17.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,3.9209,NAN,,NAN,0.23,5.77,,0,16,16,16,1,17,Alex,Acc,Participant_Images/101/101_Images/101_Image_23.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,4.826,NAN,,NAN,0.23,5.77,,0,17,17,17,1,18,Alex,Acc,Participant_Images/101/101_Images/101_Image_16.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.4727,NAN,,NAN,0.23,5.77,,0,18,18,18,1,19,Alex,Acc,Participant_Images/101/101_Images/101_Image_22.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,1.5875,space,0.1551,0.01,1,1.7166,0,0,0,0,1,four_1,four_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,3.7965,0,1,1,1,1,four_2,four_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,5.6422,0,2,2,2,1,four_3,four_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,3.6264,0,3,3,3,1,four_4,four_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,5.8904,0,4,4,4,1,four_5,four_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.35,5.65,,0,19,19,19,1,20,Alex,Acc,Participant_Images/101/101_Images/101_Image_12.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,48.9415,NAN,,NAN,0.35,5.65,,0,20,20,20,1,21,Alex,Acc,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,8.4458,NAN,,NAN,0.35,5.65,,0,21,21,21,1,22,Alex,Acc,Participant_Images/101/101_Images/101_Image_19.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,5.1492,NAN,,NAN,0.35,5.65,,0,22,22,22,1,23,Alex,Acc,Participant_Images/101/101_Images/101_Image_18.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,4.8331,NAN,,NAN,0.35,5.65,,0,23,23,23,1,24,Alex,Acc,Participant_Images/101/101_Images/101_Image_6.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,3.3485,space,0.4368,0.01,1,0.9103,0,0,0,0,1,five_1,five_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,1.3785,0,1,1,1,1,five_2,five_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,1.4275,0,2,2,2,1,five_3,five_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,five_4,five_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,4.7318,0,4,4,4,1,five_5,five_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,space,6,0.46,5.54,,0,24,24,24,1,25,Alex,Acc,Participant_Images/101/101_Images/101_Image_11.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,4.5723,4.454
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,space,1.6653,space,7.4792,NAN,,NAN,0.46,5.54,,0,25,25,25,1,26,Riley,Acc,Participant_Images/101/101_Images/101_Image_20.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.6395,NAN,,NAN,0.46,5.54,,0,26,26,26,1,27,Riley,Acc,Participant_Images/101/101_Images/101_Image_22.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.8788,NAN,,NAN,0.46,5.54,,0,27,27,27,1,28,Riley,Acc,Participant_Images/101/101_Images/101_Image_25.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.5485,NAN,,NAN,0.46,5.54,,0,28,28,28,1,29,Riley,Acc,Participant_Images/101/101_Images/101_Image_12.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,1.6891,space,0.3301,0.02,2,0.8125,0,0,0,0,1,six_1,six_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,1.9403,0,1,1,1,1,six_2,six_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,six_3,six_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,7.3749,0,3,3,3,1,six_4,six_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,7.0472,0,4,4,4,1,six_5,six_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.54,5.46,,0,29,29,29,1,30,Riley,Acc,Participant_Images/101/101_Images/101_Image_9.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.3826,NAN,,NAN,0.54,5.46,,0,30,30,30,1,31,Riley,Acc,Participant_Images/101/101_Images/101_Image_5.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.946,NAN,,NAN,0.54,5.46,,0,31,31,31,1,32,Riley,Acc,Participant_Images/101/101_Images/101_Image_14.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.818,NAN,,NAN,0.54,5.46,,0,32,32,32,1,33,Riley,Acc,Participant_Images/101/101_Images/101_Image_18.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.0672,NAN,,NAN,0.54,5.46,,0,33,33,33,1,34,Riley,Acc,Participant_Images/101/101_Images/101_Image_10.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,0.8179,space,0.2968,0.01,1,1.0902,0,0,0,0,1,seven_1,seven_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,2.1448,0,1,1,1,1,seven_2,seven_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,1.4616,0,2,2,2,1,seven_3,seven_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,0.4293,0,3,3,3,1,seven_4,seven_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,seven_5,seven_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.58,5.42,,0,34,34,34,1,35,Riley,Acc,Participant_Images/101/101_Images/101_Image_16.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.312,NAN,,NAN,0.58,5.42,,0,35,35,35,1,36,Riley,Acc,Participant_Images/101/101_Images/101_Image_23.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,2.1442,NAN,,NAN,0.58,5.42,,0,36,36,36,1,37,Riley,Acc,Participant_Images/101/101_Images/101_Image_4.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.99,NAN,,NAN,0.58,5.42,,0,37,37,37,1,38,Riley,Acc,Participant_Images/101/101_Images/101_Image_24.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,3.841,NAN,,NAN,0.58,5.42,,0,38,38,38,1,39,Riley,Acc,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,3.0318,space,0.3082,0.01,1,0.7535,0,0,0,0,1,eight_1,eight_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,1.3341,0,1,1,1,1,eight_2,eight_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,2.5148,0,2,2,2,1,eight_3,eight_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,eight_4,eight_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,eight_5,eight_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.63,5.37,,0,39,39,39,1,40,Riley,Acc,Participant_Images/101/101_Images/101_Image_6.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,6.8633,NAN,,NAN,0.63,5.37,,0,40,40,40,1,41,Riley,Acc,Participant_Images/101/101_Images/101_Image_19.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.113,NAN,,NAN,0.63,5.37,,0,41,41,41,1,42,Riley,Acc,Participant_Images/101/101_Images/101_Image_3.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.0316,NAN,,NAN,0.63,5.37,,0,42,42,42,1,43,Riley,Acc,Participant_Images/101/101_Images/101_Image_7.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,3.9435,NAN,,NAN,0.63,5.37,,0,43,43,43,1,44,Riley,Acc,Participant_Images/101/101_Images/101_Image_8.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,0.8284,space,0.1742,0.01,1,0.6528,0,0,0,0,1,nine_1,nine_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,1.4689,0,1,1,1,1,nine_2,nine_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,1.7481,0,2,2,2,1,nine_3,nine_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,9.6544,0,3,3,3,1,nine_4,nine_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,8.2586,0,4,4,4,1,nine_5,nine_5,0,2,0.05,0.01,green,1,0,0,,,
