endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,left,right,social_left,WTP_ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Resume_keys.keys,Resume_keys.rt,key_resp.rt
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.6878,NAN,,NAN,1.3,4.7,,0,91,91,91,1,92,Charlie,Rej,Participant_Images/101/101_Images/101_Image_10.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,20.6511,NAN,,NAN,1.3,4.7,,0,92,92,92,1,93,Charlie,Rej,Participant_Images/101/101_Images/101_Image_17.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,24.108,NAN,,NAN,1.3,4.7,,0,93,93,93,1,94,Charlie,Rej,Participant_Images/101/101_Images/101_Image_20.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,1.6544,space,0.1976,0.01,1,0.9015,0,0,0,0,1,nineteen_1,nineteen_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,nineteen_2,nineteen_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,3.2364,0,2,2,2,1,nineteen_3,nineteen_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,8.206,0,3,3,3,1,nineteen_4,nineteen_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,nineteen_5,nineteen_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,1.35,4.65,,0,94,94,94,1,95,Charlie,Rej,Participant_Images/101/101_Images/101_Image_8.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,14.3307,NAN,,NAN,1.35,4.65,,0,95,95,95,1,96,Charlie,Rej,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,363.689,NAN,,NAN,1.35,4.65,,0,96,96,96,1,97,Charlie,Rej,Participant_Images/101/101_Images/101_Image_24.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,2.1126,NAN,,NAN,1.35,4.65,,0,97,97,97,1,98,Charlie,Rej,Participant_Images/101/101_Images/101_Image_19.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,4130.2654,NAN,,NAN,1.35,4.65,,0,98,98,98,1,99,Charlie,Rej,Participant_Images/101/101_Images/101_Image_7.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,947.7087,space,0.7006,0.01,1,0.8148,0,0,0,0,1,twenty_1,twenty_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,1.5138,0,1,1,1,1,twenty_2,twenty_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,0.7909,0,2,2,2,1,twenty_3,twenty_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,0.8693,0,3,3,3,1,twenty_4,twenty_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,0.6742,0,4,4,4,1,twenty_5,twenty_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,3,,8,1.5,4.5,,0,99,99,99,1,100,Charlie,Rej,Participant_Images/101/101_Images/101_Image_14.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,0.6997,
