TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
91,eat food with friends,Swim,0.01,0.04,3.3,0.0
92,Go to the park with friends,Camp,0.02,0.04,8.8,0.0
93,Swim with friends,Run,0.03,0.04,1.1,0.0
94,Eat good food,Playing Cards with friends,0.04,0.04,4.4,1.0
95,Go to the park with friends,Video games,0.05,0.04,4.4,0.0
96,Camp,Camp with friends,0.01,0.05,3.3,1.0
97,Watch movies,Play basektball with friends,0.02,0.05,1.1,1.0
98,Swim,Play video games with friends,0.03,0.05,1.1,1.0
99,Run with friends,Play basketball,0.04,0.05,3.3,0.0
100,Watch movies with friends,Video games,0.05,0.05,4.4,0.0
