participant,condition_recode,salience_mean,choice,stress_mean,stress_mean.1,rej-acc,ifnegvalue,choicertmean,timebetween,age,sex,order,overallaffect,prop_socialchoice,social_left,social_decisionprice_mean,nonsocial_decisionprice_mean,overall_decisionprice_social,overall_decisionprice_nonsocial,decision_price,overall_prop_social_choice,social_price,nonsocial_price,value_diff,valuediff_mean
63d161e70272bba9f3f70980,1,2.5,1.4,5.0,5.0,0.0,,1.78,4.0,34.0,0,12,5.0,0.56,,0.0257142857142857,0.0245454545454545,0.0252941176470588,0.0218367346938775,,0.51,,,,0.0011688311688312011
63d432e27555fb4b5785cfcd,1,1.0,1.14,8.0,8.0,0.5,,1.18,1.0,34.0,1,12,7.75,0.86,,0.0316279069767442,0.0314285714285714,0.0317283950617283,0.0283333333333333,,0.8181818181818182,,,,0.00019933554817279375
64c0a2d8031339ab6ec5e54a,1,2.0,1.6326530612244898,8.0,8.0,-1.0,,3.938775510204082,1.0,23.0,0,21,8.5,0.3673469387755102,,0.0344444444444444,0.0309677419354838,0.0318,0.0295833333333333,,0.5102040816326531,,,,0.003476702508960601
65412ca42e0e2fbb27b8a7b2,1,2.5,1.530612244897959,9.0,9.0,0.0,,2.020408163265306,8.0,18.0,0,21,9.0,0.4693877551020408,,0.0221739130434782,0.023076923076923,0.0234545454545454,0.0227272727272727,,0.5555555555555556,,,,-0.0009030100334447982
655e0b698915e40faa8002f2,1,2.5,1.3571428571428572,5.0,5.0,0.0,,1.880952380952381,7.0,29.0,1,12,5.0,0.4523809523809524,,0.0231578947368421,0.0252173913043478,0.0224324324324324,0.0235,,0.4805194805194805,,,,-0.0020594965675056996
6560aa71bf5cc31f1c99ca34,1,1.5,1.5714285714285714,9.0,9.0,0.0,,2.693877551020408,2.0,33.0,1,21,9.0,0.4285714285714285,,0.0385714285714285,0.0360714285714285,0.0367441860465116,0.037090909090909,,0.4387755102040816,,,,0.0025000000000000022
65624dbc33b93e2696f06d1f,1,3.5,1.44,9.0,9.0,0.0,,2.62,10.0,27.0,1,12,9.0,0.3,,0.0266666666666666,0.0302857142857142,0.0248,0.0303999999999999,,0.25,,,,-0.0036190476190476016
65779c4bde34621ce896b77d,1,1.0,1.3,2.5,2.5,-6.0,,2.62,5.0,35.0,0,12,5.5,0.7,,0.0305714285714285,0.0286666666666666,0.0308571428571428,0.0285714285714285,,0.7142857142857143,,,,0.0019047619047618987
659cc63ff59c72a20e2b7688,1,2.5,1.48,4.5,4.5,-1.0,,0.74,2.0,21.0,1,12,5.0,0.54,,0.0192592592592592,0.0252173913043478,0.02125,0.023076923076923,,0.48,,,,-0.0059581320450885975
65b7ba948f5c3052140c24f8,1,1.0,1.489795918367347,5.0,5.0,2.5,,3.2448979591836733,4.0,26.0,1,21,3.75,0.8163265306122449,,0.02925,0.0244444444444444,0.0303658536585365,0.0235294117647058,,0.8282828282828283,,,,0.004805555555555601
65c14027646a9bbfa89584c8,1,1.0,1.38,7.0,7.0,0.0,,2.18,29.0,34.0,1,21,7.0,0.38,,0.0252631578947368,0.0329032258064516,0.0274418604651162,0.0328070175438596,,0.43,,,,-0.007640067911714801
65d65821b5e4f4fb6de9076c,1,2.0,1.38,2.0,2.0,0.0,,0.82,5.0,21.0,1,21,2.0,0.46,,0.0234782608695652,0.0248148148148148,0.0283333333333333,0.0266666666666666,,0.4848484848484848,,,,-0.0013365539452496016
65d659edd2fb402f9170d123,1,1.5,1.54,3.0,3.0,0.0,,2.28,2.0,29.0,1,12,3.0,0.32,,0.02875,0.0267647058823529,0.028780487804878,0.0250847457627118,,0.41,,,,0.0019852941176471024
65e4124826438fd6dc97bd7e,1,2.5,1.46,4.0,4.0,0.5,,2.7,6.0,26.0,0,12,3.75,0.5,,0.0372,0.0284,0.0356521739130434,0.03,,0.46,,,,0.008799999999999995
65f54bfd77f3db0d47887b37,1,2.0,1.565217391304348,5.0,5.0,-1.0,,3.391304347826087,1.0,23.0,1,21,5.5,0.2608695652173913,,0.0333333333333333,0.0317647058823529,0.0339285714285714,0.0290163934426229,,0.3146067415730337,,,,0.001568627450980395
65f7fbb178b358ac91094fec,1,4.5,1.58,8.0,8.0,0.0,,2.14,0.0,23.0,0,21,8.0,0.42,,0.0219047619047619,0.0286206896551724,0.0228571428571428,0.0252,,0.494949494949495,,,,-0.006715927750410501
65fb2f8291cf16104e63effc,1,1.0,1.58,5.0,5.0,0.0,,2.9,7.0,29.0,1,12,5.0,0.88,,0.0259090909090909,0.0316666666666666,0.0277777777777777,0.0329999999999999,,0.9,,,,-0.005757575757575701
6600a119385d8631c41cd795,1,3.5,1.553191489361702,9.0,9.0,0.0,,2.978723404255319,11.0,35.0,0,21,9.0,0.8085106382978723,,0.0271052631578947,0.0288888888888888,0.028625,0.028125,,0.8333333333333334,,,,-0.0017836257309941025
6601a1251731342a7891c4f1,1,2.0,1.4,5.0,5.0,-0.5,,0.62,1.0,33.0,0,21,5.25,0.6,,0.0233333333333333,0.02,0.0237704918032786,0.0205128205128205,,0.61,,,,0.0033333333333332993
660482648009855d3c92ce84,1,1.5,1.36,4.0,4.0,1.0,,2.04,1.0,29.0,0,21,3.5,0.64,,0.02875,0.0305555555555555,0.0283606557377049,0.0289743589743589,,0.61,,,,-0.0018055555555554978
661fee35973b5ff6fa3418ef,1,5.0,1.52,8.0,8.0,1.5,,1.12,2.0,29.0,0,21,7.25,0.5,,0.0372,0.0388,0.0376595744680851,0.0381132075471698,,0.47,,,,-0.0016000000000000042
66202163d9e5dba57c5e831d,1,2.0,1.4,5.0,5.0,-2.0,,0.84,4.0,34.0,0,21,6.0,0.52,,0.023076923076923,0.0208333333333333,0.0222448979591836,0.0231372549019607,,0.49,,,,0.0022435897435896975
6627722f249e56fcefd07b8c,1,3.0,1.52,3.0,3.0,-1.0,,1.22,3.0,25.0,1,21,3.5,0.5,,0.02,0.024,0.0213333333333333,0.0229629629629629,,0.4545454545454545,,,,-0.004
662a754842502c24dbb45384,1,1.5,1.5510204081632653,6.5,6.5,-0.5,,1.8979591836734693,2.0,29.0,0,21,6.75,0.5102040816326531,,0.028,0.0329166666666666,0.0311320754716981,0.0346666666666666,,0.5408163265306123,,,,-0.0049166666666666005
662fad6b6f397a64efc67680,1,2.0,1.56,5.5,5.5,-0.5,,1.3,2.0,19.0,1,21,5.75,0.5,,0.0224,0.0216,0.0225531914893617,0.0218867924528301,,0.47,,,,0.0007999999999999986
6637ca249e9c662fac63cfcb,1,2.5,1.510204081632653,6.5,6.5,2.5,,2.4489795918367347,2.0,32.0,0,21,5.25,0.5918367346938775,,0.0272413793103448,0.0275,0.0283333333333333,0.0269696969696969,,0.6666666666666666,,,,-0.0002586206896551986
663a7379aca69d9c20130cd1,1,1.5,1.5,3.5,3.5,-1.5,,2.375,6.0,29.0,1,12,4.25,0.6041666666666666,,0.0206896551724137,0.0257894736842105,0.019,0.0258333333333333,,0.5102040816326531,,,,-0.005099818511796802
663e40120b553e7aa7f786b4,1,1.0,1.28,4.0,4.0,-3.0,,1.9,8.0,31.0,1,21,5.5,0.72,,0.0286111111111111,0.0371428571428571,0.0283823529411764,0.0321875,,0.68,,,,-0.008531746031746001
663e5cf112f5d047cf5c9fad,1,1.0,1.44,5.5,5.5,-1.5,,0.74,9.0,28.0,1,12,6.25,0.56,,0.0225,0.0236363636363636,0.0221818181818181,0.0228888888888888,,0.55,,,,-0.001136363636363602
6643c34315b04d498e71017e,1,2.0,1.4375,5.5,5.5,-3.5,,2.4166666666666665,3.0,33.0,1,12,7.25,0.5833333333333334,,0.0246428571428571,0.0239999999999999,0.0242857142857142,0.02325,,0.5833333333333334,,,,0.0006428571428571984
6645a794be029b87060615aa,1,2.0,1.46,4.0,4.0,-2.0,,2.06,2.0,24.0,x,12,5.0,0.54,,0.0277777777777777,0.0239130434782608,0.0282,0.0256,,0.5,,,,0.003864734299516899
66463e4efb99fba5a67a010a,1,1.5,1.48,2.0,2.0,0.0,,1.86,3.0,30.0,0,12,2.0,0.56,,0.0207142857142857,0.024090909090909,0.021578947368421,0.0234883720930232,,0.57,,,,-0.0033766233766233007
66465b2522d14ab162ff2dbd,1,4.5,1.469387755102041,9.0,9.0,0.0,,2.3877551020408165,2.0,20.0,1,12,9.0,0.4897959183673469,,0.0266666666666666,0.024,0.026,0.0242857142857142,,0.5050505050505051,,,,0.0026666666666665985
665629a30c7e3f40e8f3d1d5,1,1.0,1.48,2.0,2.0,-0.5,,1.98,1.0,31.0,1,21,2.25,0.44,,0.0227272727272727,0.0225,0.0209999999999999,0.0238983050847457,,0.404040404040404,,,,0.00022727272727270098
665fc69fe8d5562ac1294f30,1,4.0,1.54,6.5,6.5,0.0,,3.24,2.0,31.0,0,21,6.5,0.46,,0.02,0.0237037037037037,0.02,0.0235714285714285,,0.4343434343434343,,,,-0.0037037037037036986
6665fb9d3202800c8227cde5,1,3.5,1.56,9.0,9.0,2.5,,3.2,2.0,32.0,0,12,7.75,0.66,,0.0263636363636363,0.0252941176470588,0.0298529411764705,0.025,,0.68,,,,0.0010695187165775007
66661b49621ea96feaf4f6f3,1,2.0,1.44,8.0,8.0,0.0,,2.16,2.0,35.0,1,21,8.0,0.9,,0.0284444444444444,0.03,0.028,0.0345,,0.8,,,,-0.0015555555555555982
6669a122ab60c120f94b3aa5,1,3.0,1.4,4.0,4.0,0.0,,1.1,2.0,20.0,1,21,4.0,0.54,,0.0233333333333333,0.0217391304347826,0.023090909090909,0.0217777777777777,,0.55,,,,0.0015942028985506985
666e123eb6aff45cf5be575e,1,1.0,1.6,4.5,4.5,-1.5,,1.6,15.0,30.0,1,12,5.25,0.44,,0.0272727272727272,0.0317857142857142,0.02975,0.031,,0.4,,,,-0.004512987012987003
6670297f1e47e468c3605ef4,1,2.0,1.553191489361702,9.0,9.0,0.0,,3.106382978723404,6.0,35.0,0,12,9.0,0.8723404255319149,,0.0317073170731707,0.02,0.0324719101123595,0.0228571428571428,,0.9270833333333334,,,,0.011707317073170697
66757cddd8d92a5cbfda353f,1,2.5,1.46,8.0,8.0,-1.0,,2.52,3.0,34.0,1,21,8.5,0.78,,0.0302564102564102,0.0281818181818181,0.0286666666666666,0.0266666666666666,,0.78125,,,,0.0020745920745921
6676fab6295042ff191ead64,1,1.5,1.46,3.0,3.0,0.0,,2.16,1.0,27.0,0,21,3.0,0.54,,0.0222222222222222,0.0217391304347826,0.0229629629629629,0.0208695652173913,,0.54,,,,0.00048309178743959763
667838be776b27f8705b6c3c,1,2.0,1.48,6.5,6.5,-1.0,,1.48,16.0,26.0,1,12,7.0,0.6,,0.0223333333333333,0.024,0.0228333333333333,0.0223684210526315,,0.6122448979591837,,,,-0.0016666666666667017
667981cd5ba91c2ae804e4f3,1,1.0,1.44,4.5,4.5,-1.0,,0.78,3.0,34.0,1,21,5.0,0.58,,0.0217241379310344,0.0223809523809523,0.0213207547169811,0.0229787234042553,,0.53,,,,-0.0006568144499179002
6679bdceaa28479dfe378bb6,1,4.5,1.46,2.5,2.5,-0.5,,2.8,4.0,28.0,1,12,2.75,0.68,,0.0273529411764705,0.025625,0.0260344827586206,0.0245238095238095,,0.58,,,,0.0017279411764705016
66800683809f48e85f663f86,1,1.0,1.42,5.5,5.5,-2.0,,2.18,3.0,24.0,1,21,6.5,0.4,,0.018,0.0263333333333333,0.022,0.0249090909090909,,0.45,,,,-0.0083333333333333
6683b31d16dd162d502a8b00,1,1.0,1.52,1.5,1.5,-2.0,,2.92,1.0,27.0,0,21,2.5,0.6,,0.027,0.0275,0.02828125,0.0263888888888888,,0.64,,,,-0.0005000000000000004
6686247e6177b8b37bdd0463,1,2.5,1.4081632653061225,5.5,5.5,2.0,,1.530612244897959,2.0,20.0,0,21,4.5,0.5714285714285714,,0.0217857142857142,0.0214285714285714,0.0213207547169811,0.0230434782608695,,0.5353535353535354,,,,0.000357142857142799
668beeeac6158723009d2b8a,1,1.0,1.46,3.0,3.0,0.0,,0.98,4.0,26.0,1,21,3.0,0.56,,0.0228571428571428,0.0209090909090909,0.0230188679245283,0.021063829787234,,0.53,,,,0.0019480519480519001
668d5a454e51f2df12027e26,1,2.0,1.48,3.5,3.5,-1.5,,1.0,15.0,29.0,1,21,4.25,0.56,,0.0221428571428571,0.0218181818181818,0.0249019607843137,0.0244897959183673,,0.51,,,,0.0003246753246753005
66946e3054a30a2bf5b1be40,1,5.0,1.5,9.0,9.0,0.0,,1.38,4.0,20.0,1,12,9.0,0.42,,0.0223809523809523,0.0220689655172413,0.02175,0.0226666666666666,,0.4,,,,0.00031198686371099876
66a049748b57caf868c3179d,1,1.5,1.5,3.5,3.5,0.5,,3.9047619047619047,4.0,30.0,1,12,3.25,0.4285714285714285,,0.0283333333333333,0.0329166666666666,0.0307894736842105,0.0321951219512195,,0.4810126582278481,,,,-0.0045833333333333
66ada0d8b8ddd62c65d39bfe,1,1.5,1.44,2.0,2.0,-6.0,,1.28,2.0,29.0,0,21,5.0,0.54,,0.0225925925925925,0.0226086956521739,0.0231578947368421,0.0211627906976744,,0.57,,,,-1.6103059581398793e-05
66b92d3b18295c1e6c125b85,1,5.0,1.469387755102041,5.0,5.0,0.0,,1.489795918367347,1.0,32.0,0,21,5.0,0.5918367346938775,,0.0303448275862069,0.0325,0.0291071428571428,0.0335714285714285,,0.5714285714285714,,,,-0.002155172413793101
66ba909954ae8842a7c369a4,1,2.0,1.469387755102041,7.5,7.5,-0.5,,3.163265306122449,15.0,22.0,0,12,7.75,0.5306122448979592,,0.0246153846153846,0.0234782608695652,0.0234042553191489,0.0232,,0.4845360824742268,,,,0.001137123745819403
66c0df311f98d7c9661669d9,1,2.5,1.3958333333333333,3.0,3.0,0.0,,2.1666666666666665,3.0,28.0,1,12,3.0,0.5625,,0.027037037037037,0.0285714285714285,0.0257142857142857,0.0247619047619047,,0.5384615384615384,,,,-0.0015343915343915028
66c95504723c57c900715764,1,1.5,1.5,3.0,3.0,0.0,,1.4,2.0,23.0,1,21,3.0,0.48,,0.0220833333333333,0.0219230769230769,0.0235185185185185,0.0213043478260869,,0.54,,,,0.00016025641025639928
66ce33a40ac4984adc2e18c8,1,3.5,1.3617021276595744,5.5,5.5,2.0,,1.3617021276595744,18.0,35.0,0,12,4.5,0.6382978723404256,,0.0256666666666666,0.0247058823529411,0.0247368421052631,0.02275,,0.5876288659793815,,,,0.0009607843137255032
66d2d920fb76c49f098b9397,1,4.0,1.5,9.0,9.0,0.0,,4.62,1.0,35.0,1,12,9.0,0.64,,0.0303125,0.0377777777777777,0.030655737704918,0.032,,0.6354166666666666,,,,-0.007465277777777703
66d9609fbac7758ed890cece,1,2.0,1.3,4.5,4.5,0.5,,2.14,10.0,20.0,1,21,4.25,0.36,,0.0244444444444444,0.028125,0.0233333333333333,0.0285245901639344,,0.39,,,,-0.0036805555555556
66dc48cea9a85fe230c06b5f,1,2.0,1.2608695652173914,2.5,2.5,-4.0,,3.3260869565217392,5.0,33.0,1,12,4.5,0.6521739130434783,,0.0316666666666666,0.02625,0.0301666666666666,0.03,,0.625,,,,0.005416666666666601
66ed6bba745fee41cbe32310,1,2.0,1.48,4.0,4.0,-0.5,,2.48,3.0,24.0,1,21,4.25,0.52,,0.0292307692307692,0.0333333333333333,0.0288095238095238,0.0296969696969697,,0.56,,,,-0.004102564102564099
66f0a1d13629250f84bc2598,1,2.0,1.52,7.0,7.0,-2.0,,2.16,1.0,20.0,0,12,8.0,0.44,,0.0295454545454545,0.0271428571428571,0.0291489361702127,0.0296153846153846,,0.4747474747474747,,,,0.0024025974025973992
66f0bbf2ad2ccf85f492cbcb,1,2.5,1.375,5.0,5.0,-2.5,,2.8541666666666665,6.0,26.0,0,12,6.25,0.6041666666666666,,0.0251724137931034,0.0294736842105263,0.0276190476190476,0.0287878787878787,,0.65625,,,,-0.004301270417422901
66f16ff603404dbb816cc517,1,2.0,1.5,6.0,6.0,0.5,,0.98,2.0,27.0,1,21,5.75,0.5,,0.0232,0.0212,0.0238636363636363,0.0210714285714285,,0.44,,,,0.0019999999999999983
66f2946d0e3eeda7aa13eaa7,1,2.0,1.488888888888889,6.5,6.5,3.0,,0.7777777777777778,4.0,19.0,0,12,5.0,0.4666666666666667,,0.0352380952380952,0.0416666666666666,0.0355813953488372,0.040576923076923,,0.4526315789473684,,,,-0.006428571428571402
66f42a85953065aa4cc9d751,1,1.0,1.52,6.5,6.5,-0.5,,1.34,1.0,19.0,1,21,6.75,0.86,,0.0267441860465116,0.0228571428571428,0.0282278481012658,0.024,,0.797979797979798,,,,0.003887043189368798
66f899c9525316803c5d75c0,1,2.0,1.489795918367347,5.5,5.5,0.5,,1.9795918367346936,3.0,21.0,0,12,5.25,0.4693877551020408,,0.0221739130434782,0.0223076923076923,0.0266666666666666,0.0249122807017543,,0.4242424242424242,,,,-0.00013377926421409905
6700d6aca79c6b2534f6292c,1,4.0,1.5185185185185186,6.0,6.0,-2.0,,1.851851851851852,3.0,31.0,0,21,7.0,0.6296296296296297,,0.0258823529411764,0.022,0.0285185185185185,0.0279166666666666,,0.5294117647058824,,,,0.003882352941176403
6704251bcdca04fef23d385d,1,1.0,1.52,2.0,2.0,-2.5,,1.34,1.0,21.0,1,21,3.25,0.38,,0.0184210526315789,0.0277419354838709,0.0213043478260869,0.0253703703703703,,0.46,,,,-0.009320882852292
67094d6215b6d0fe3e8c3e39,1,2.0,1.46,9.0,9.0,2.5,,1.08,3.0,23.0,0,21,7.75,0.64,,0.03875,0.0366666666666666,0.0370149253731343,0.0393939393939394,,0.67,,,,0.0020833333333334023
670d326c55fa3d6f10ebe253,1,2.0,1.42,6.0,6.0,-1.0,,1.7,1.0,26.0,1,21,6.5,0.56,,0.0303571428571428,0.025,0.02875,0.0254545454545454,,0.56,,,,0.0053571428571428
6711f493bfc7c4e11953872d,1,2.0,1.42,7.0,7.0,3.0,,2.0,1.0,18.0,0,12,5.5,0.56,,0.0267857142857142,0.0259090909090909,0.028103448275862,0.0256097560975609,,0.5858585858585859,,,,0.000876623376623302
671469967e2a4f2e612e3846,1,2.0,1.52,5.0,5.0,-2.5,,1.24,1.0,33.0,1,21,6.25,0.38,,0.0226315789473684,0.0219354838709677,0.0215555555555555,0.0229629629629629,,0.4545454545454545,,,,0.000696095076400699
6722ca2b1f3ebd2d544608c3,1,1.5,1.48,4.0,4.0,-2.5,,1.04,1.0,24.0,1,12,5.25,0.5,,0.0232,0.0228,0.0228,0.0222,,0.5,,,,0.0003999999999999976
