Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66b527036bc26104a960737b,6645a794be029b87060615aa,APPROVED,Not Applicable,2024-08-08T20:23:50.911000Z,2024-08-08T21:29:09.699000Z,2024-08-09T14:24:30.308000Z,2024-08-08T21:30:50.489193Z,3919.0,C7366LWU,170,24,Prefer not to say,Mixed,United States,United States,United States,English,No,Part-Time
66bcad79edb4b8a6de639bbe,65c14027646a9bbfa89584c8,APPROVED,Not Applicable,2024-08-14T13:13:37.273000Z,2024-08-14T14:49:54.380000Z,2024-08-14T19:24:58.603000Z,2024-08-14T14:52:23.642166Z,5778.0,C7366LWU,538,34,Female,Black,United States,United States,United States,English,Yes,Full-Time
66bcc1282ed5ffec8777e14b,5cc3f0f9fdb33500018c5eeb,APPROVED,Not Applicable,2024-08-14T14:37:35.697000Z,2024-08-14T15:21:08.292000Z,2024-08-14T19:25:00.005000Z,2024-08-14T15:23:26.573723Z,2613.0,C7366LWU,4431,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66be4bb87e4798a656325aff,6643c34315b04d498e71017e,APPROVED,Not Applicable,2024-08-15T18:41:03.321000Z,2024-08-15T19:28:25.318000Z,2024-08-16T13:31:23.130000Z,2024-08-15T19:28:26.117075Z,2842.0,C7366LWU,353,33,Female,White,United States,United States,United States,English,Yes,Full-Time
66c0ad49e50a233a262c2131,65d65821b5e4f4fb6de9076c,APPROVED,Not Applicable,2024-08-17T14:01:57.565000Z,2024-08-17T14:42:43.748000Z,2024-08-20T23:47:35.661000Z,2024-08-17T14:42:44.613274Z,2447.0,C7366LWU,215,21,Female,Asian,United States,United States,Bangladesh,English,Yes,Part-Time
66c554f05a327895c68568b4,6683b31d16dd162d502a8b00,APPROVED,Not Applicable,2024-08-21T02:46:17.827000Z,2024-08-21T03:35:58.491000Z,2024-08-21T13:57:51.815000Z,2024-08-21T03:39:16.394363Z,2981.0,C7366LWU,284,27,Male,White,United Kingdom,United States,United States,English,Yes,Full-Time
66c635f545b3da946d858e2d,667d08e12ac1bcbdd829a936,APPROVED,Not Applicable,2024-08-21T18:46:54.130000Z,2024-08-21T19:30:27.940000Z,2024-08-22T01:42:49.274000Z,2024-08-21T19:30:30.203811Z,2614.0,C7366LWU,286,20,Female,Asian,United States,United States,United States,English,Yes,Part-Time
66c69948277b42d678ad7f0e,6669a122ab60c120f94b3aa5,APPROVED,Not Applicable,2024-08-22T01:50:00.113000Z,2024-08-22T03:45:38.555000Z,2024-08-22T13:54:04.677000Z,2024-08-22T03:48:23.195045Z,6939.0,C7366LWU,149,20,Female,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
66c776bfa5ed8f26d39f9578,66465b2522d14ab162ff2dbd,APPROVED,Not Applicable,2024-08-22T17:35:07.438000Z,2024-08-22T18:25:14.458000Z,2024-08-23T02:02:42.185000Z,2024-08-22T18:26:01.037279Z,3008.0,C7366LWU,296,20,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
66c7ef88af28248f9ff7d111,66202163d9e5dba57c5e831d,APPROVED,Not Applicable,2024-08-23T02:10:22.504000Z,2024-08-24T12:52:46.469000Z,2024-08-24T12:52:47.921000Z,2024-08-24T12:55:25.773332Z,124944.0,Manual Completion,628,34,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66c900e693efe7a572effc53,6627722f249e56fcefd07b8c,APPROVED,Not Applicable,2024-08-23T21:36:42.784000Z,2024-08-23T23:52:05.437000Z,2024-08-24T12:52:51.804000Z,2024-08-23T23:54:05.482859Z,8123.0,C7366LWU,575,25,Female,White,United States,United States,United States,English,No,Other
66c9e0de375c878186d32c07,60d0a4fa9e6e2189f489ab48,APPROVED,Not Applicable,2024-08-24T13:32:30.697000Z,2024-08-24T14:18:11.404000Z,2024-08-26T13:15:24.697000Z,2024-08-24T14:18:12.347036Z,2741.0,C7366LWU,397,25,Female,Mixed,United States,United States,United States,English,Yes,Full-Time
66d0b0dce3fe8f36c581a565,66800683809f48e85f663f86,APPROVED,Not Applicable,2024-08-29T17:34:01.242000Z,2024-08-29T18:32:56.151000Z,2024-08-29T19:39:44.910000Z,2024-08-29T18:34:03.616420Z,3535.0,C7366LWU,191,24,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
66d0cf070883e2a9f2e26a38,66463e4efb99fba5a67a010a,APPROVED,Not Applicable,2024-08-29T19:43:51.279000Z,2024-08-29T20:41:44.839000Z,2024-08-30T02:30:54.075000Z,2024-08-29T20:43:14.619997Z,3474.0,C7366LWU,491,30,Male,Black,United States,United States,United States,English,Yes,Full-Time
66d1d6403863dd123c85f68b,65bfa888853e3415ea344885,APPROVED,Not Applicable,2024-08-30T14:25:12.282000Z,2024-08-30T15:14:15.976000Z,2024-08-31T01:14:15.499000Z,2024-08-30T15:15:19.131601Z,2944.0,C7366LWU,215,28,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d3e305dbacd5087957f343,65e4124826438fd6dc97bd7e,APPROVED,Not Applicable,2024-09-01T03:44:05.457000Z,2024-09-01T04:44:45.313000Z,2024-09-01T04:46:11.914000Z,2024-09-01T04:44:46.085860Z,3640.0,C7366LWU,694,27,Male,Black,United States,United States,United States,English,Yes,Part-Time
66d3f6274e29f3bb701d83f6,663a27bfa1e92a6df3aa5a29,APPROVED,Not Applicable,2024-09-01T05:05:56.978000Z,2024-09-01T05:57:36.374000Z,2024-09-02T16:47:29.554000Z,2024-09-01T05:57:36.994419Z,3100.0,C7366LWU,238,22,Male,White,United States,United States,United States,English,No,Full-Time
66d5a39caba459a0a10a4059,65fb2f8291cf16104e63effc,APPROVED,Not Applicable,2024-09-02T11:38:11.140000Z,2024-09-02T12:21:29.593000Z,2024-09-02T16:47:24.843000Z,2024-09-02T12:21:42.591956Z,2599.0,C7366LWU,774,29,Female,White,United States,United States,United States,English,No,Part-Time
66d5ca4d10c44244fb0945d1,59603d41604aac0001210da1,APPROVED,Not Applicable,2024-09-02T14:23:51.854000Z,2024-09-02T15:18:22.285000Z,2024-09-02T16:47:26.704000Z,2024-09-02T15:18:23.225806Z,3271.0,C7366LWU,97,32,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66d72552c5a15bd72f378814,669802cf14276986c0fc13bf,APPROVED,Not Applicable,2024-09-03T15:04:01.159000Z,2024-09-03T15:54:50.049000Z,2024-09-11T14:00:21.179000Z,2024-09-03T15:56:05.755979Z,3049.0,C7366LWU,166,23,Male,Black,Ghana,United States,United States,English,Yes,Part-Time
66d73d50ad8252b106b60ebe,60fdc3ada5f9d93d7976cc0c,APPROVED,Not Applicable,2024-09-03T16:47:33.342000Z,2024-09-03T17:36:47.629000Z,2024-09-11T14:00:23.459000Z,2024-09-03T17:36:48.298085Z,2955.0,C7366LWU,351,27,Female,White,United States,United States,United States,English,No,Full-Time
66e1a59c685f9a854c9c3655,669ce242ca3a8872c5816a30,APPROVED,Not Applicable,2024-09-11T14:13:48.634000Z,2024-09-11T15:28:38.803000Z,2024-09-13T17:20:47.181000Z,2024-09-11T15:28:39.598586Z,4491.0,C7366LWU,357,23,Male,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
66e47f8c9a74e976efcc5f5d,66a3d4b8b4bf84ae5d959a60,APPROVED,Not Applicable,2024-09-13T18:13:33.779000Z,2024-09-13T19:34:56.409000Z,2024-09-16T14:00:07.689000Z,2024-09-13T19:34:56.921881Z,4883.0,C7366LWU,168,21,Male,Mixed,Ghana,United States,United States,English,No,Part-Time
66ee23e7e01490f53212fa18,66d9609fbac7758ed890cece,APPROVED,Not Applicable,2024-09-21T01:40:50.068000Z,2024-09-26T19:02:53.174000Z,2024-09-26T19:02:53.808000Z,2024-09-26T19:02:54.030618Z,494524.0,Manual Completion,117,20,Female,White,United States,United States,United States,English,Yes,Due to start a new job within the next month
66fb44014f70bb1f34598d71,666e123eb6aff45cf5be575e,APPROVED,Not Applicable,2024-10-01T00:36:24.686000Z,2024-10-01T01:23:06.807000Z,2024-10-01T02:06:26.671000Z,2024-10-01T01:23:08.012866Z,2803.0,C7366LWU,287,30,Female,White,United States,United States,United States,English,No,Full-Time
66fb5b610485b4edb0fa4255,668d5a454e51f2df12027e26,APPROVED,Not Applicable,2024-10-01T02:16:54.730000Z,2024-10-01T03:05:34.039000Z,2024-10-01T04:25:59.863000Z,2024-10-01T03:05:34.617600Z,2920.0,C7366LWU,393,29,Female,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66fb989748a60f6626dde607,66ba909954ae8842a7c369a4,APPROVED,Not Applicable,2024-10-01T06:39:34.762000Z,2024-10-01T08:03:38.079000Z,2024-10-02T12:53:40.822000Z,2024-10-01T08:03:39.578187Z,5044.0,C7366LWU,340,22,Male,White,United States,United States,United States,English,Yes,Full-Time
66fe3d45d41b83b4305fce21,66a08dccc5cc029fc23a96a8,APPROVED,Not Applicable,2024-10-03T06:44:55.583000Z,2024-10-03T08:35:26.899000Z,2024-10-03T15:12:40.112000Z,2024-10-03T08:37:14.617811Z,6632.0,C7366LWU,286,33,Female,Black,United States,United States,United States,English,Yes,Full-Time
66fe56ba998900cf0274c8d5,66ce33a40ac4984adc2e18c8,APPROVED,Not Applicable,2024-10-03T08:33:26.779000Z,2024-10-04T23:51:19.226000Z,2024-10-04T23:51:19.617000Z,2024-10-04T23:51:19.824769Z,141473.0,Manual Completion,136,35,Male,Black,United States,United States,United States,English,Yes,Full-Time
66fe90317ffb54dd09ad669e,60fd83ff5af11073b7d1ed62,APPROVED,Not Applicable,2024-10-03T12:38:24.757000Z,2024-10-03T13:29:54.513000Z,2024-10-03T15:12:41.131000Z,2024-10-03T13:29:55.323456Z,3090.0,C7366LWU,262,24,Female,White,United States,United States,United States,English,No,Full-Time
66feb53c4d1fc209707b58a4,6111216b74cfd482d05ac02b,APPROVED,Not Applicable,2024-10-03T15:16:25.099000Z,2024-10-03T15:59:48.106000Z,2024-10-03T16:11:49.858000Z,2024-10-03T16:00:30.386083Z,2604.0,C7366LWU,1058,22,Female,White,United States,United States,United States,English,Yes,Part-Time
66feb5b1f80804dbc2ec70db,6560aa71bf5cc31f1c99ca34,APPROVED,Not Applicable,2024-10-03T15:19:50.573000Z,2024-10-03T17:08:09.016000Z,2024-10-03T17:14:46.139000Z,2024-10-03T17:08:46.647898Z,6499.0,C7366LWU,146,33,Female,Black,United States,United States,United States,English,Yes,Full-Time
66fecb608a8055870b88e6d4,6665fb9d3202800c8227cde5,APPROVED,Not Applicable,2024-10-03T16:51:47.260000Z,2024-10-03T17:55:47.198000Z,2024-10-03T19:55:53.084000Z,2024-10-03T17:57:50.514163Z,3840.0,C7366LWU,523,32,Male,Black,United States,United States,United States,English,No,Full-Time
66fee32265b467f14884b417,662a754842502c24dbb45384,APPROVED,Not Applicable,2024-10-03T18:32:02.662000Z,2024-10-03T19:44:09.866000Z,2024-10-03T19:55:54.650000Z,2024-10-03T19:44:47.349422Z,4328.0,C7366LWU,539,29,Male,Prefer not to say,United States,United States,Nigeria,English,No,Full-Time
66fef7ff5052449519b137ae,655e0b698915e40faa8002f2,APPROVED,Not Applicable,2024-10-03T20:12:00.056000Z,2024-10-08T16:27:52.042000Z,2024-10-08T16:27:53.329000Z,2024-10-08T16:27:53.740079Z,418552.0,Manual Completion,769,29,Female,Black,United States,United States,United States,English,Yes,Full-Time
66ff010106ebccb50c806866,66f16ff603404dbb816cc517,APPROVED,Not Applicable,2024-10-03T20:45:28.114000Z,2024-10-03T21:33:17.474000Z,2024-10-04T17:35:09.811000Z,2024-10-03T21:33:18.031112Z,2870.0,C7366LWU,79,27,Female,White,United States,United States,United States,English,No,Full-Time
67002a0b081d933e26530c4b,66c0df311f98d7c9661669d9,APPROVED,Not Applicable,2024-10-04T17:46:57.287000Z,2024-10-04T19:06:33.931000Z,2024-10-04T23:45:47.592000Z,2024-10-04T19:06:34.611578Z,4777.0,C7366LWU,207,28,Female,White,United States,United States,United States,English,No,Full-Time
67002ebd3b134bd79d8c2e37,66d83fb0c75a948077515b49,APPROVED,Not Applicable,2024-10-04T18:07:16.919000Z,2024-10-07T12:39:51.220000Z,2024-10-07T12:39:51.694000Z,2024-10-07T12:39:53.131314Z,239555.0,Manual Completion,144,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
670041a6574c320edf262918,66ed6bba745fee41cbe32310,APPROVED,Not Applicable,2024-10-04T19:27:52.552000Z,2024-10-04T20:09:32.273000Z,2024-10-04T23:45:42.358000Z,2024-10-04T20:11:03.909934Z,2500.0,C7366LWU,75,25,Female,Black,United States,United States,United States,English,Yes,Full-Time
6700427b9ba5a0f5593693c1,62865af5a1e349260f58cdf7,APPROVED,Not Applicable,2024-10-04T19:31:16.860000Z,2024-10-04T20:19:59.153000Z,2024-10-04T23:45:36.523000Z,2024-10-04T20:19:59.845788Z,2923.0,C7366LWU,746,26,Female,Asian,United States,United States,United States,Gujarati,No,DATA_EXPIRED
67007f967d30653e7e1c218a,63d161e70272bba9f3f70980,APPROVED,Not Applicable,2024-10-04T23:52:18.991000Z,2024-10-05T00:49:15.758000Z,2024-10-05T00:54:37.235000Z,2024-10-05T00:50:53.193909Z,3417.0,C7366LWU,311,34,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6700803f34fb66ea6dbf1971,66946e3054a30a2bf5b1be40,APPROVED,Not Applicable,2024-10-04T23:55:08.245000Z,2024-10-05T00:40:10.136000Z,2024-10-05T00:54:38.193000Z,2024-10-05T00:40:23.096538Z,2702.0,C7366LWU,209,20,Female,White,Puerto Rico,United States,United States,English,No,Full-Time
6700816763e983ad83c026fe,66a049748b57caf868c3179d,APPROVED,Not Applicable,2024-10-05T00:00:06.207000Z,2024-10-05T01:25:14.812000Z,2024-10-06T00:49:50.535000Z,2024-10-05T01:26:36.493480Z,5109.0,C7366LWU,208,30,Female,Mixed,United States,United States,United States,English,No,Other
6704174d055d119e5ee7602e,5f4a835e9e84256238129995,APPROVED,Not Applicable,2024-10-07T17:16:07.990000Z,2024-10-07T18:21:21.309000Z,2024-10-08T16:19:21.582000Z,2024-10-07T18:21:22.356979Z,3914.0,C7366LWU,2941,33,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
670735432bfedf46fb341934,60c8467d9872c0d83f695499,APPROVED,Not Applicable,2024-10-10T02:01:19.673000Z,2024-10-10T02:49:51.016000Z,2024-10-10T13:10:06.749000Z,2024-10-10T02:49:51.602687Z,2912.0,C7366LWU,1540,30,Female,White,United States,United States,United States,English,No,Full-Time
67074260719bd01ddbfcdfb8,59d5888d21977e0001d630f3,APPROVED,Not Applicable,2024-10-10T02:56:37.816000Z,2024-10-10T03:41:24.460000Z,2024-10-10T13:10:09.883000Z,2024-10-10T03:44:07.968395Z,2687.0,C7366LWU,752,25,Female,White,United States,United States,United States,Spanish,Yes,DATA_EXPIRED
670763f6719bd01ddbfce4f9,66ada0d8b8ddd62c65d39bfe,APPROVED,Not Applicable,2024-10-10T05:19:56.058000Z,2024-10-10T06:00:38.399000Z,2024-10-10T13:10:08.923000Z,2024-10-10T06:00:39.020060Z,2443.0,C7366LWU,300,29,Male,White,United States,United States,Switzerland,English,No,Full-Time
6707ea2313e95505d65b87ab,5de8613ddf86d37c8a8ab294,APPROVED,Not Applicable,2024-10-10T14:52:56.271000Z,2024-10-10T15:39:51.286000Z,2024-10-10T16:43:05.695000Z,2024-10-10T15:39:51.976461Z,2816.0,C7366LWU,3669,23,Female,White,United States,United States,United States,English,Yes,Full-Time
6707efb25e6b53e0c4632bf7,5ddce9f0f85b50c4fc1515a4,APPROVED,Not Applicable,2024-10-10T15:23:16.766000Z,2024-10-10T16:21:52.749000Z,2024-10-10T16:43:10.657000Z,2024-10-10T16:22:40.865322Z,3516.0,C7366LWU,112,34,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6707f2fa13d0d785038a7ac3,5f32e865bd94490a64d9c9f5,APPROVED,Not Applicable,2024-10-10T15:30:08.752000Z,2024-10-10T16:21:35.724000Z,2024-10-10T16:43:01.993000Z,2024-10-10T16:22:37.562326Z,3087.0,C7366LWU,980,35,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6708395deef82b5b9beb9155,5f0f5df48a1b1a114c3dacc5,APPROVED,Not Applicable,2024-10-10T20:30:27.164000Z,2024-10-10T21:28:23.218000Z,2024-10-10T23:44:54.225000Z,2024-10-10T21:28:30.127710Z,3477.0,C7366LWU,1838,22,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
670883ec613b6a280f7c6648,66f899c9525316803c5d75c0,APPROVED,Not Applicable,2024-10-11T01:48:33.997000Z,2024-10-11T02:40:56.102000Z,2024-10-11T02:45:14.695000Z,2024-10-11T02:40:56.797627Z,3143.0,C7366LWU,59,21,Male,Asian,United States,United States,United States,Korean,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67093dd0f2b575e8f6e10bf1,5c9d004ee3b6c40015254526,APPROVED,Not Applicable,2024-10-11T15:01:46.763000Z,2024-10-11T15:48:27.879000Z,2024-10-11T15:54:23.146000Z,2024-10-11T15:48:28.779057Z,2802.0,C7366LWU,274,27,Male,White,United States,United States,United States,English,Yes,Part-Time
6709a28cf586e96a65a71684,6637ca249e9c662fac63cfcb,APPROVED,Not Applicable,2024-10-11T22:11:31.598000Z,2024-10-11T23:00:11.972000Z,2024-10-11T23:36:04.067000Z,2024-10-11T23:00:24.149102Z,2921.0,C7366LWU,720,32,Male,White,United States,United States,United States,English,No,Full-Time
670a6ac51e6355cbd15f3486,66757cddd8d92a5cbfda353f,APPROVED,Not Applicable,2024-10-12T12:25:48.868000Z,2024-10-12T13:15:46.811000Z,2024-10-12T14:47:29.519000Z,2024-10-12T13:15:48.073429Z,2998.0,C7366LWU,458,34,Female,White,United States,United States,United States,English,No,Part-Time
67111c134b5a15bf22ed0d38,66c95504723c57c900715764,APPROVED,Not Applicable,2024-10-17T14:15:59.314000Z,2024-10-17T15:00:52.821000Z,2024-10-17T15:11:43.837000Z,2024-10-17T15:01:42.347012Z,2694.0,C7366LWU,249,23,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
67111e745881133aa3acf3b8,66661b49621ea96feaf4f6f3,APPROVED,Not Applicable,2024-10-17T14:26:02.458000Z,2024-10-17T15:42:13.627000Z,2024-10-17T17:07:32.204000Z,2024-10-17T15:43:55.411439Z,4572.0,C7366LWU,381,35,Female,Mixed,United States,United States,United States,English,No,Full-Time
671122269940491190642581,65d659edd2fb402f9170d123,APPROVED,Not Applicable,2024-10-17T14:42:15.993000Z,2024-10-17T15:37:43.246000Z,2024-10-17T17:07:34.691000Z,2024-10-17T15:37:43.991428Z,3328.0,C7366LWU,152,29,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
67153dcb8dd6fca1aa159427,66dc48cea9a85fe230c06b5f,APPROVED,Not Applicable,2024-10-20T17:32:49.747000Z,2024-10-20T18:51:23.454000Z,2024-10-21T16:04:57.032000Z,2024-10-20T18:51:24.249664Z,4714.0,C7366LWU,122,33,Female,Other,United States,United States,United States,English,Yes,Full-Time
67158a63798cd468879bae8b,5efe8c25e921d23a9daec079,APPROVED,Not Applicable,2024-10-20T22:56:18.194000Z,2024-10-20T23:52:26.753000Z,2024-10-21T16:04:56.043000Z,2024-10-20T23:55:58.681958Z,3369.0,C7366LWU,1395,30,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
671bd47b953b7ef32bfbb1bc,67094d6215b6d0fe3e8c3e39,APPROVED,Not Applicable,2024-10-25T17:28:37.140000Z,2024-10-25T18:15:47.858000Z,2024-10-25T23:48:15.504000Z,2024-10-25T18:16:53.624333Z,2831.0,C7366LWU,120,23,Male,White,United States,United States,United States,English,Yes,Part-Time
671bd6ffc9180981c9c10604,5e923888c38d4a574e72d716,APPROVED,Not Applicable,2024-10-25T17:36:06.606000Z,2024-10-25T20:06:18.158000Z,2024-10-25T23:49:36.744000Z,2024-10-25T20:06:49.495073Z,9012.0,C7366LWU,394,23,Female,Black,United States,United States,United States,English,Yes,Part-Time
671bda334966aff2325b40f2,65624dbc33b93e2696f06d1f,APPROVED,Not Applicable,2024-10-25T17:51:36.319000Z,2024-10-25T18:48:50.353000Z,2024-10-25T23:49:00.587000Z,2024-10-25T18:48:54.073233Z,3435.0,C7366LWU,695,27,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
